user_id,/,/features/mobile,/signup,/tutorial/intro,/tutorial/step-one,/tutorial/step-two,/tutorial/step-three,/tutorial/step-four,/tutorial/end,/about,/features/web,/features,/features/desktop,/pricing
489,14,,,,,,,,,,,,,
490,11,,18.0,17.0,15.0,,,,,4.0,16.0,20.0,14.0,
491,16,19.0,6.0,,,,,,,,,,13.0,
492,3,10.0,2.0,9.0,6.0,10.0,14.0,7.0,12.0,,,2.0,,
493,12,,16.0,17.0,9.0,12.0,1.0,2.0,18.0,,,,,
494,6,,15.0,19.0,7.0,6.0,8.0,5.0,13.0,,13.0,,,12.0
495,16,,15.0,8.0,15.0,13.0,,,,,,,,
496,9,,6.0,13.0,19.0,18.0,14.0,19.0,,,,,,
497,12,17.0,3.0,12.0,10.0,17.0,7.0,17.0,,,,,,
498,2,,2.0,,,,,,,,,1.0,,
499,8,,,,,,,,,,,9.0,,
500,20,,,,,,,,,,13.0,5.0,,5.0
501,14,,8.0,14.0,17.0,7.0,5.0,16.0,1.0,,13.0,2.0,,
502,18,,,,,,,,,,,,,
503,16,,3.0,8.0,,,,,,,1.0,,,
504,18,,,,,,,,,,,,,
505,2,,2.0,,,,,,,,,,,
506,1,,2.0,,,,,,,,,,2.0,
507,11,,20.0,14.0,15.0,13.0,18.0,20.0,9.0,,11.0,,,
508,15,3.0,,,,,,,,,1.0,,,
509,17,,15.0,9.0,14.0,6.0,2.0,2.0,1.0,,,,5.0,
510,9,,,,,,,,,,,,,
511,15,,17.0,,,,,,,,8.0,,,
512,15,14.0,,,,,,,,,,,12.0,
513,4,,13.0,8.0,11.0,18.0,16.0,4.0,,,,,7.0,
514,8,,18.0,13.0,12.0,1.0,3.0,20.0,3.0,,,,,
515,13,,,,,,,,,,,,,
516,16,13.0,11.0,17.0,,,,,,,,,16.0,
517,4,18.0,,,,,,,,,1.0,,,
518,1,,2.0,,,,,,,,,,,
519,7,,,,,,,,,,,,,
520,6,,,,,,,,,,,,,
521,9,,4.0,11.0,18.0,4.0,11.0,,,,15.0,,11.0,
522,14,20.0,10.0,13.0,6.0,4.0,9.0,12.0,17.0,,,2.0,,
523,12,10.0,3.0,6.0,3.0,,,,,,,,,
524,8,,20.0,7.0,1.0,,,,,,,13.0,,
525,20,19.0,2.0,11.0,,,,,,,9.0,16.0,9.0,
526,17,,2.0,15.0,2.0,18.0,8.0,20.0,,,,7.0,1.0,14.0
527,1,,2.0,,,,,,,,,,,
528,20,,,,,,,,,,,,,
529,11,,5.0,,,,,,,,,,,
530,10,,20.0,18.0,8.0,,,,,,10.0,,,
531,4,,2.0,,,,,,,,,,16.0,
532,3,,,,,,,,,,,20.0,,
533,2,17.0,8.0,9.0,9.0,16.0,12.0,20.0,5.0,,14.0,,4.0,
534,12,,17.0,12.0,14.0,13.0,8.0,9.0,3.0,,10.0,,,
535,13,,18.0,4.0,20.0,19.0,18.0,8.0,11.0,,,,,
536,2,,4.0,15.0,,,,,,,,6.0,,1.0
537,12,18.0,14.0,16.0,8.0,6.0,19.0,,,,,,6.0,
538,17,7.0,4.0,,,,,,,,,,5.0,
539,19,,,,,,,,,,,,,
540,9,,,,,,,,,,,,,
541,15,,17.0,19.0,,,,,,,5.0,12.0,19.0,
542,20,,,,,,,,,,,,,
543,11,,20.0,10.0,18.0,16.0,16.0,8.0,,5.0,,,9.0,
544,20,,20.0,15.0,4.0,17.0,5.0,10.0,11.0,,,,17.0,
545,1,,,,,,,,,,,,,
546,12,,,,,,,,,,,,,
547,16,,15.0,6.0,19.0,16.0,,,,,14.0,20.0,,
548,20,,8.0,,,,,,,,6.0,,11.0,
549,9,7.0,17.0,18.0,6.0,3.0,17.0,11.0,10.0,,,,,
550,2,,,,,,,,,,,,,
551,1,1.0,1.0,,,,,,,,2.0,1.0,2.0,
552,11,,15.0,2.0,,,,,,,4.0,,,5.0
553,19,,,,,,,,,,,,,
554,13,,3.0,16.0,4.0,15.0,,,,,20.0,,,
555,14,,11.0,17.0,10.0,6.0,6.0,1.0,3.0,,,,,
556,1,,1.0,,,,,,,,,1.0,,
557,5,,4.0,4.0,10.0,18.0,19.0,13.0,16.0,,17.0,,,
558,16,,2.0,2.0,7.0,8.0,6.0,15.0,17.0,,13.0,,,
559,2,1.0,1.0,,,,,,,,,,1.0,
560,3,,2.0,18.0,9.0,1.0,8.0,10.0,16.0,5.0,19.0,,4.0,
561,9,,10.0,,,,,,,,,,5.0,
562,7,6.0,4.0,12.0,18.0,,,,,,6.0,3.0,4.0,
563,3,,,,,,,,,,16.0,,14.0,
564,7,3.0,7.0,7.0,7.0,10.0,13.0,6.0,1.0,,,,,
565,15,,6.0,20.0,19.0,17.0,13.0,9.0,5.0,,,,16.0,
566,8,,19.0,14.0,12.0,3.0,20.0,12.0,4.0,,2.0,,,
567,1,,17.0,,,,,,,6.0,,,11.0,
568,18,,9.0,3.0,11.0,5.0,,,,,,,19.0,
569,6,20.0,,,,,,,,,9.0,,4.0,
570,19,,14.0,8.0,20.0,17.0,2.0,5.0,17.0,,,11.0,,
571,8,9.0,,,,,,,,,,,,
572,3,,3.0,7.0,15.0,7.0,15.0,,,,,,,
573,13,20.0,7.0,3.0,17.0,17.0,2.0,10.0,20.0,,1.0,,6.0,
574,20,,1.0,12.0,7.0,11.0,9.0,14.0,15.0,,,,15.0,
575,6,,,,,,,,,,,2.0,,
576,1,,,,,,,,,,,,,
577,18,12.0,12.0,17.0,,,,,,,,,8.0,
578,20,,,,,,,,,,,,,
579,13,4.0,3.0,9.0,19.0,3.0,9.0,1.0,17.0,,,,,
580,1,1.0,1.0,,,,,,,,2.0,,1.0,
581,8,,7.0,20.0,,,,,,,,,,
582,5,,11.0,1.0,,,,,,,,20.0,,
583,17,,13.0,8.0,4.0,19.0,,,,,16.0,,,
584,13,3.0,16.0,12.0,,,,,,,,,,
585,16,,,,,,,,,,,,,
586,11,,7.0,,,,,,,,7.0,18.0,2.0,
587,16,,7.0,17.0,20.0,10.0,10.0,1.0,11.0,,,,20.0,9.0
588,14,13.0,2.0,,,,,,,,9.0,8.0,,
589,17,,2.0,10.0,19.0,16.0,2.0,15.0,11.0,6.0,7.0,,,
590,7,,1.0,9.0,,,,,,,,12.0,,2.0
591,7,,4.0,11.0,5.0,7.0,15.0,19.0,7.0,,,,19.0,
592,11,,7.0,,,,,,,,14.0,,,
593,5,,,,,,,,,,,,,
594,9,,16.0,5.0,9.0,17.0,,,,,19.0,4.0,,
595,3,20.0,17.0,17.0,8.0,18.0,20.0,5.0,10.0,,10.0,,,
596,1,,2.0,16.0,9.0,,,,,,,,,
597,5,14.0,9.0,14.0,4.0,19.0,7.0,3.0,7.0,,,,13.0,
598,7,,20.0,,,,,,,,,,,
599,20,,,,,,,,,,,,,
600,9,9.0,4.0,6.0,,,,,,12.0,,,,
601,1,,1.0,,,,,,,,,1.0,1.0,
602,3,,11.0,,,,,,,,,,,
603,9,,19.0,6.0,3.0,6.0,2.0,2.0,,,,,8.0,16.0
604,19,,12.0,,,,,,,,,,6.0,
605,4,12.0,,,,,,,,,14.0,,,
606,19,20.0,5.0,20.0,17.0,1.0,6.0,,,,,,,
607,13,,3.0,8.0,6.0,15.0,2.0,14.0,15.0,,3.0,,,4.0
608,12,,7.0,9.0,11.0,10.0,2.0,20.0,12.0,,,,,
609,12,7.0,12.0,2.0,20.0,16.0,3.0,5.0,,,,,,
610,13,,,,,,,,,,,2.0,6.0,16.0
611,7,,12.0,17.0,18.0,6.0,,,,,15.0,,,
612,1,,,,,,,,,,,,,
613,13,,12.0,13.0,8.0,8.0,4.0,13.0,2.0,,,5.0,,
614,2,,,,,,,,,,,,,
615,13,,14.0,13.0,7.0,19.0,11.0,,,,,,1.0,14.0
616,7,,,,,,,,,,,,,
617,4,,,,,,,,,,,,,
618,16,5.0,12.0,19.0,14.0,,,,,,,,,
619,18,,2.0,14.0,,,,,,,,,,20.0
620,5,20.0,3.0,12.0,4.0,15.0,3.0,8.0,13.0,,,,,
621,2,18.0,6.0,18.0,6.0,11.0,6.0,7.0,5.0,,19.0,10.0,8.0,
622,1,,9.0,15.0,5.0,14.0,11.0,,,,,14.0,,
623,17,,,,,,,,,,,,,
624,11,,7.0,14.0,6.0,6.0,7.0,16.0,11.0,,,,,
625,1,15.0,20.0,6.0,1.0,,,,,,,,,
626,2,18.0,3.0,13.0,11.0,16.0,17.0,20.0,11.0,,,,,1.0
627,4,,,,,,,,,,2.0,8.0,,
628,4,,18.0,11.0,1.0,8.0,3.0,20.0,15.0,,6.0,11.0,,
629,3,,,,,,,,,,,,,
630,5,,,,,,,,,,,,,
631,9,,15.0,8.0,6.0,,,,,,,3.0,,5.0
632,20,,17.0,5.0,18.0,1.0,4.0,,,,,,,
633,19,17.0,19.0,6.0,7.0,8.0,15.0,10.0,17.0,,12.0,13.0,,
634,19,8.0,8.0,4.0,13.0,6.0,7.0,17.0,9.0,,,,,
635,15,,4.0,19.0,9.0,,,,,,,,,
636,8,5.0,10.0,9.0,17.0,3.0,9.0,,,,7.0,,,
637,13,13.0,9.0,6.0,,,,,,,,,,
638,14,9.0,2.0,,,,,,,,14.0,,10.0,
639,2,,1.0,,,,,,,,,,,1.0
640,5,,13.0,1.0,10.0,7.0,,,,,,,4.0,16.0
641,1,,,,,,,,,,,,,
642,13,,16.0,,,,,,,,,,3.0,
643,13,,,,,,,,,,,,,
644,16,,,,,,,,,,,,,
645,9,8.0,17.0,7.0,18.0,12.0,7.0,17.0,4.0,,,,,
646,14,9.0,5.0,20.0,5.0,13.0,9.0,20.0,12.0,,,,,
647,19,14.0,7.0,9.0,15.0,6.0,,,,,15.0,19.0,,
648,5,,7.0,5.0,2.0,,,,,,2.0,,,
649,17,,19.0,,,,,,,,,,12.0,
650,18,,13.0,18.0,,,,,,,,,,
651,4,,,,,,,,,,,,,
652,19,9.0,9.0,14.0,14.0,3.0,8.0,2.0,1.0,,17.0,,,
653,1,1.0,1.0,,,,,,,,1.0,,,
654,16,,10.0,18.0,6.0,7.0,,,,,16.0,,,
655,7,,5.0,,,,,,,,1.0,,,
656,1,,8.0,19.0,9.0,10.0,,,,,10.0,,,
657,6,,5.0,15.0,3.0,20.0,19.0,6.0,14.0,,,,,
658,2,,1.0,,,,,,,,,,,
659,5,,3.0,4.0,20.0,,,,,,,,8.0,
660,1,,2.0,,,,,,,,,1.0,,
661,2,,,,,,,,,,,,,
662,6,,,,,,,,,,,,,
663,13,11.0,12.0,20.0,15.0,10.0,13.0,9.0,5.0,,,,15.0,
664,12,,9.0,,,,,,,,,,,
665,20,,18.0,5.0,12.0,10.0,17.0,5.0,1.0,,,,12.0,
666,18,,1.0,9.0,3.0,2.0,12.0,,,,,,,
667,1,,2.0,,,,,,,,,,,
668,15,,4.0,14.0,1.0,,,,,,,,,
669,13,2.0,11.0,5.0,13.0,10.0,16.0,,,,8.0,1.0,,
670,16,,,,,,,,,,,,,
671,13,14.0,10.0,13.0,1.0,,,,,,12.0,,,
672,15,,11.0,17.0,8.0,14.0,8.0,6.0,1.0,,,,,19.0
673,2,,1.0,,,,,,,,1.0,,,
674,2,14.0,11.0,4.0,2.0,17.0,8.0,10.0,15.0,,,,,15.0
675,10,,4.0,2.0,9.0,4.0,7.0,11.0,17.0,,20.0,,,
676,2,,1.0,,,,,,,,1.0,,,
677,1,,16.0,15.0,10.0,2.0,2.0,11.0,10.0,,,,,
678,1,,17.0,6.0,17.0,16.0,8.0,10.0,19.0,,,10.0,11.0,
679,7,,11.0,4.0,19.0,15.0,11.0,8.0,15.0,,,,,
680,16,,13.0,12.0,13.0,1.0,,,,20.0,,,,
681,10,,,,,,,,,,,4.0,,
682,19,,10.0,16.0,20.0,,,,,,,12.0,16.0,
683,16,,5.0,5.0,8.0,,,,,,,,12.0,
684,5,,14.0,,,,,,,,17.0,,,
685,13,,11.0,17.0,11.0,7.0,14.0,19.0,,,18.0,9.0,,
686,17,20.0,17.0,8.0,4.0,12.0,17.0,2.0,17.0,,13.0,8.0,,
687,4,,4.0,8.0,4.0,18.0,18.0,9.0,4.0,,17.0,,,18.0
688,9,,,,,,,,,,,,,
689,2,,,,,,,,,,,,,
690,17,,3.0,18.0,5.0,11.0,14.0,7.0,18.0,,,,,
691,8,,14.0,17.0,15.0,1.0,,,,2.0,,,6.0,
692,1,,,,,,,,,,,,,
693,5,12.0,12.0,6.0,15.0,9.0,7.0,2.0,9.0,,4.0,,,
694,5,,8.0,,,,,,,,,16.0,,
695,12,,,,,,,,,,,,,
696,1,,,,,,,,,,,,,
697,6,10.0,18.0,6.0,16.0,,,,,,,,2.0,
698,1,,,,,,,,,,,,,
699,1,,,,,,,,,,,,,
700,19,,3.0,6.0,17.0,7.0,3.0,10.0,8.0,,,,,
701,12,20.0,3.0,11.0,14.0,12.0,,,,,,,13.0,
702,12,6.0,18.0,2.0,13.0,11.0,,,,,,,12.0,
703,13,,,,,,,,,,,,,
704,8,16.0,1.0,3.0,11.0,10.0,12.0,,,,,,,
705,9,,12.0,19.0,7.0,13.0,4.0,,,,4.0,4.0,,
706,13,,19.0,12.0,4.0,15.0,,,,,,,,
707,2,10.0,10.0,8.0,16.0,14.0,16.0,6.0,7.0,,,,19.0,13.0
708,1,,,,,,,,,,,,,
709,6,20.0,5.0,10.0,2.0,1.0,20.0,,,,,,,13.0
710,7,,15.0,14.0,1.0,,,,,,,,19.0,
711,8,20.0,11.0,1.0,7.0,2.0,19.0,9.0,13.0,,,,16.0,
712,16,,19.0,19.0,3.0,,,,,,,,,
713,2,15.0,,,,,,,,,,8.0,,
714,20,2.0,,,,,,,,18.0,,,,7.0
715,12,,7.0,13.0,2.0,5.0,6.0,8.0,6.0,,,,,
716,11,,9.0,,,,,,,,,,14.0,
717,8,,20.0,20.0,17.0,12.0,7.0,20.0,20.0,,,,,
718,10,,,,,,,,,,,,,
719,7,,6.0,12.0,18.0,4.0,,,,,,,,
720,2,1.0,2.0,,,,,,,,1.0,,,
721,1,,2.0,,,,,,,,2.0,,,1.0
722,9,,14.0,11.0,13.0,11.0,3.0,,,,,7.0,,
723,2,,13.0,12.0,8.0,18.0,13.0,,,,,,,
724,12,,,,,,,,,,,,,
725,9,,,,,,,,,,,,,
726,6,17.0,14.0,,,,,,,,5.0,,3.0,
727,15,,12.0,14.0,6.0,7.0,,,,,,,6.0,
728,9,,17.0,9.0,10.0,20.0,5.0,14.0,5.0,,,,,
729,13,,7.0,10.0,11.0,,,,,,,9.0,1.0,7.0
730,1,,4.0,,,,,,,,,,,
731,2,,9.0,9.0,13.0,5.0,11.0,6.0,16.0,,,20.0,,
732,5,,3.0,10.0,11.0,,,,,,,,5.0,
733,20,,,,,,,,,,,6.0,,
734,2,1.0,1.0,,,,,,,,,,,
735,19,8.0,7.0,1.0,,,,,,,,,,
736,18,,13.0,2.0,18.0,1.0,8.0,18.0,11.0,,,3.0,,
737,5,,,,,,,,,,,,,
738,9,,5.0,5.0,19.0,20.0,20.0,9.0,,,,,,
739,1,19.0,,,,,,,,,,,,
740,13,,10.0,16.0,18.0,,,,,,11.0,,,
741,20,,13.0,14.0,20.0,18.0,13.0,4.0,16.0,,4.0,7.0,,
742,7,,,,,,,,,,,,,
743,2,,,,,,,,,,,12.0,,
744,18,7.0,17.0,5.0,7.0,,,,,,9.0,,,
745,14,16.0,17.0,15.0,14.0,6.0,13.0,14.0,18.0,,,,,
746,11,,,,,,,,,,,,,
747,6,,5.0,4.0,13.0,,,,,,1.0,18.0,,
748,7,,15.0,1.0,,,,,,,,,3.0,
749,18,,,,,,,,,,,,,
750,1,14.0,1.0,10.0,6.0,3.0,9.0,1.0,13.0,,,,,
751,16,2.0,19.0,9.0,12.0,16.0,7.0,2.0,7.0,,,,20.0,
752,2,,,,,,,,,,,,,
753,15,,11.0,19.0,6.0,12.0,,,,,,,,16.0
754,8,17.0,17.0,12.0,14.0,19.0,6.0,14.0,5.0,,16.0,8.0,,20.0
755,1,,,,,,,,,,,15.0,,8.0
756,5,,18.0,6.0,1.0,8.0,5.0,17.0,2.0,,13.0,,,5.0
757,7,,,,,,,,,,1.0,11.0,,
758,2,,1.0,,,,,,,,,1.0,,
759,5,3.0,2.0,3.0,7.0,,,,,,,,,
760,3,11.0,,,,,,,,,,,,
761,14,,5.0,8.0,1.0,,,,,2.0,,,14.0,
762,10,,,,,,,,,,,,,
763,13,11.0,,,,,,,,17.0,,,,
764,19,,4.0,,,,,,,,6.0,8.0,,5.0
765,18,,,,,,,,,,,,,
766,6,,16.0,5.0,17.0,6.0,9.0,11.0,,,5.0,,,18.0
767,2,9.0,,,,,,,,,8.0,,,
768,1,,,,,,,,,,,2.0,,
769,6,,8.0,10.0,15.0,2.0,20.0,15.0,,,,,10.0,
770,9,,12.0,,,,,,,,,,,
771,16,,,,,,,,,,,,,
772,16,,8.0,18.0,1.0,17.0,11.0,,,,20.0,,20.0,
773,12,,,,,,,,,,,6.0,,
774,3,,,,,,,,,,,,,
775,10,,18.0,4.0,9.0,4.0,8.0,12.0,6.0,,,16.0,,
776,20,,18.0,20.0,1.0,2.0,12.0,,,,10.0,6.0,,
777,16,10.0,2.0,3.0,3.0,,,,,,,,,
778,17,18.0,9.0,20.0,16.0,4.0,,,,,9.0,,,
779,9,,16.0,,,,,,,,2.0,,,
780,16,11.0,,,,,,,,,,6.0,,
781,13,,,,,,,,,,,7.0,,
782,6,,19.0,9.0,17.0,8.0,10.0,17.0,15.0,,,,6.0,
783,1,,2.0,,,,,,,,,,,
784,12,19.0,20.0,18.0,14.0,17.0,1.0,,,,,,,14.0
785,4,,6.0,4.0,2.0,,,,,,,,,
786,4,,16.0,13.0,17.0,,,,,,3.0,14.0,,
787,2,2.0,1.0,,,,,,,,,,1.0,
788,8,2.0,17.0,18.0,8.0,11.0,19.0,16.0,10.0,,18.0,,,
789,4,,13.0,9.0,8.0,18.0,6.0,5.0,17.0,,11.0,,3.0,
790,13,,11.0,1.0,12.0,2.0,13.0,,,,,,,
791,1,1.0,,,,,,,,,,,,1.0
792,7,,18.0,12.0,,,,,,,14.0,,,
793,13,,16.0,20.0,12.0,15.0,2.0,15.0,1.0,,,,,
794,8,9.0,14.0,1.0,8.0,17.0,9.0,19.0,17.0,,17.0,17.0,3.0,
795,11,,14.0,11.0,15.0,1.0,10.0,2.0,1.0,,,,,
796,9,,,,,,,,,,,,,
797,12,,,,,,,,,,,7.0,,
798,14,11.0,1.0,20.0,9.0,11.0,3.0,1.0,3.0,,,,,2.0
799,5,,19.0,18.0,9.0,20.0,15.0,9.0,20.0,11.0,,,,
800,12,2.0,20.0,,,,,,,,,,,5.0
801,19,,9.0,2.0,2.0,4.0,14.0,,,,,,,
802,2,,17.0,3.0,11.0,17.0,6.0,1.0,16.0,,,,,15.0
803,5,2.0,20.0,,,,,,,,,,,
804,14,,11.0,9.0,7.0,14.0,11.0,9.0,11.0,,2.0,,,
805,6,10.0,19.0,4.0,15.0,7.0,9.0,17.0,16.0,,20.0,,,
806,2,2.0,2.0,,,,,,,,,1.0,,
807,5,,4.0,,,,,,,,4.0,,13.0,
808,1,,2.0,,,,,,,,,,,
809,2,2.0,2.0,,,,,,,,,,2.0,1.0
810,10,13.0,1.0,19.0,6.0,17.0,15.0,,,,,4.0,,
811,2,,20.0,,,,,,,,10.0,7.0,,
812,8,,3.0,10.0,8.0,,,,,,,9.0,,
813,19,19.0,13.0,7.0,,,,,,,,,,
814,14,19.0,15.0,6.0,18.0,18.0,9.0,,,,9.0,,,
815,9,,9.0,10.0,1.0,1.0,19.0,14.0,19.0,,,18.0,,4.0
816,5,,,,,,,,,,,,,
817,15,,16.0,6.0,18.0,17.0,20.0,14.0,1.0,,,,,
818,2,2.0,1.0,,,,,,,,,2.0,2.0,
819,12,,11.0,9.0,,,,,,,2.0,,,
820,3,11.0,13.0,2.0,19.0,19.0,,,,10.0,,,,
821,19,,,,,,,,,,,,,
822,15,,14.0,,,,,,,,,,,
823,6,,11.0,14.0,,,,,,,8.0,8.0,18.0,
824,1,,7.0,12.0,13.0,,,,,,,8.0,,
825,2,,,,,,,,,,,,,
826,3,10.0,17.0,11.0,17.0,15.0,6.0,11.0,4.0,,,,,
827,2,,1.0,,,,,,,,,,,
828,19,,12.0,10.0,11.0,1.0,18.0,4.0,14.0,,,,,
829,17,,20.0,9.0,16.0,,,,,,,19.0,,
830,5,,12.0,8.0,17.0,11.0,,,,,,16.0,,
831,1,,,,,,,,,,,1.0,,1.0
832,16,16.0,8.0,8.0,15.0,19.0,8.0,11.0,13.0,,,,,
833,7,4.0,4.0,12.0,3.0,9.0,3.0,4.0,8.0,,,10.0,,
834,20,18.0,18.0,13.0,8.0,5.0,10.0,11.0,19.0,,10.0,,,
835,4,,3.0,11.0,2.0,,,,,,5.0,14.0,,11.0
836,5,1.0,5.0,,,,,,,,12.0,,,3.0
837,19,,18.0,3.0,12.0,18.0,4.0,,,,,,1.0,8.0
838,1,2.0,6.0,5.0,4.0,14.0,20.0,7.0,,7.0,10.0,2.0,6.0,
839,14,,,,,,,,,,,,,
840,1,1.0,2.0,,,,,,,,1.0,,,
841,17,6.0,9.0,8.0,18.0,,,,,,,,,11.0
842,10,16.0,16.0,17.0,,,,,,,,,,
843,16,10.0,9.0,19.0,14.0,8.0,10.0,,,,,,,
844,13,,,,,,,,,,,,,
845,9,,,,,,,,,,,1.0,,
846,1,19.0,16.0,19.0,2.0,12.0,12.0,19.0,5.0,,,,11.0,
847,18,,,,,,,,,,14.0,8.0,,
848,2,12.0,1.0,,,,,,,,,14.0,,
849,2,,12.0,19.0,3.0,6.0,,,,,,,6.0,
850,15,,,,,,,,,,,,,
851,18,11.0,20.0,6.0,10.0,9.0,15.0,14.0,9.0,,18.0,,,
852,9,,17.0,3.0,18.0,20.0,5.0,6.0,14.0,,,,,
853,9,,13.0,,,,,,,6.0,,,19.0,
854,19,4.0,1.0,5.0,12.0,9.0,8.0,8.0,2.0,,12.0,7.0,,
855,13,,,,,,,,,,,,,
856,6,,16.0,8.0,1.0,5.0,,,,,20.0,,,
857,16,,12.0,,,,,,,,,12.0,,
858,3,,7.0,10.0,16.0,5.0,3.0,,,,,17.0,,
859,11,,14.0,12.0,10.0,13.0,,,,,16.0,,,
860,16,17.0,13.0,5.0,,,,,,,,,,
861,8,,,,,,,,,,,,,
862,3,,16.0,13.0,8.0,12.0,2.0,2.0,8.0,,1.0,10.0,16.0,
863,12,1.0,12.0,5.0,20.0,18.0,8.0,1.0,7.0,20.0,,14.0,10.0,
864,20,,10.0,,,,,,,3.0,,,9.0,
865,6,,,,,,,,,,,,,
866,19,,,,,,,,,,,,,
867,2,,2.0,,,,,,,1.0,,,1.0,
868,11,,11.0,18.0,11.0,18.0,14.0,20.0,12.0,,20.0,,,16.0
869,17,,2.0,,,,,,,,,,,
870,13,6.0,1.0,20.0,2.0,11.0,2.0,7.0,14.0,,,15.0,,
871,8,,3.0,7.0,,,,,,,,12.0,,
872,18,,10.0,20.0,16.0,3.0,11.0,17.0,5.0,,,,,13.0
873,1,,1.0,,,,,,,,,,,
874,5,,17.0,20.0,3.0,,,,,,,,6.0,
875,14,,,,,,,,,,,,,
876,5,,,,,,,,,,,,,
877,18,,,,,,,,,,,,,
878,14,,12.0,11.0,11.0,6.0,6.0,20.0,18.0,11.0,,,,
879,9,,,,,,,,,,5.0,,,
880,14,1.0,1.0,,,,,,,,7.0,18.0,,
881,1,,14.0,4.0,1.0,15.0,3.0,8.0,13.0,,19.0,,9.0,
882,2,10.0,9.0,17.0,9.0,1.0,10.0,12.0,,17.0,11.0,3.0,16.0,
883,2,,1.0,,,,,,,,,,,
884,1,,,,,,,,,,12.0,,,13.0
885,16,,12.0,13.0,2.0,,,,,,,,4.0,
886,13,,,,,,,,,,,,,
887,9,,,,,,,,,,,,,
888,12,,14.0,,,,,,,,,,,
889,11,,6.0,16.0,19.0,16.0,18.0,9.0,18.0,17.0,,,15.0,
890,1,,2.0,,,,,,,,1.0,,,
891,13,,,,,,,,,,,,,
892,18,11.0,17.0,11.0,19.0,16.0,19.0,12.0,13.0,,,,16.0,
893,2,,1.0,,,,,,,,1.0,,,
894,2,14.0,3.0,12.0,14.0,,,,,,,,,
895,8,,11.0,5.0,16.0,18.0,16.0,8.0,12.0,,,,,
896,20,,,,,,,,,,,,,
897,3,,,,,,,,,,,,,
898,20,,3.0,15.0,2.0,3.0,20.0,18.0,6.0,,8.0,,,
899,2,,18.0,9.0,19.0,20.0,16.0,4.0,7.0,,,,8.0,8.0
900,2,,10.0,9.0,14.0,6.0,15.0,,,,18.0,,,
901,18,19.0,16.0,,,,,,,,,,5.0,
902,15,,18.0,9.0,14.0,20.0,1.0,4.0,4.0,,,,,
903,5,13.0,16.0,9.0,8.0,6.0,13.0,,,,5.0,,13.0,
904,5,,9.0,5.0,8.0,11.0,,,,,,,,
905,18,,3.0,13.0,15.0,10.0,18.0,19.0,6.0,,,,,20.0
906,19,,4.0,5.0,11.0,17.0,14.0,13.0,,,,,4.0,
907,4,,9.0,15.0,1.0,19.0,20.0,1.0,15.0,,,,15.0,
908,5,,,,,,,,,,,,,
909,6,16.0,9.0,3.0,6.0,4.0,15.0,19.0,14.0,2.0,20.0,,10.0,
910,11,,12.0,9.0,18.0,17.0,,,,,,,1.0,
911,11,,,,,,,,,,19.0,18.0,6.0,
912,19,,15.0,7.0,7.0,,,,,,,,,
913,9,5.0,12.0,18.0,18.0,17.0,9.0,1.0,17.0,,,,,
914,12,,8.0,13.0,14.0,,,,,,,17.0,,12.0
915,2,,,,,,,,,,,,,
916,5,3.0,10.0,13.0,15.0,3.0,13.0,12.0,20.0,,,,,
917,10,,10.0,,,,,,,,16.0,,,
918,4,,9.0,2.0,7.0,16.0,13.0,12.0,2.0,,,,,
919,18,2.0,10.0,,,,,,,,,17.0,5.0,19.0
920,11,,,,,,,,,,,,,
921,8,12.0,,,,,,,,,6.0,,,
922,14,,,,,,,,,,,,,
923,20,,,,,,,,,,,,,
924,14,,19.0,13.0,14.0,14.0,3.0,3.0,1.0,,15.0,,,
925,18,,3.0,20.0,,,,,,,16.0,,,
926,13,,15.0,17.0,2.0,13.0,,,,,8.0,,10.0,
927,10,,17.0,1.0,18.0,14.0,19.0,19.0,,,16.0,,,
928,20,,7.0,1.0,,,,,,,,,,9.0
929,20,19.0,12.0,9.0,,,,,,,,10.0,,
930,4,,9.0,20.0,18.0,2.0,19.0,20.0,7.0,,,10.0,,
931,20,4.0,4.0,2.0,17.0,2.0,13.0,,,,18.0,,8.0,
932,19,,16.0,14.0,7.0,,,,,,,,16.0,
933,19,,2.0,,,,,,,,,17.0,7.0,
934,7,,14.0,2.0,,,,,,,,,,
935,12,8.0,13.0,4.0,4.0,19.0,20.0,4.0,8.0,,,,,
936,18,,,,,,,,,,,,,
937,8,,,,,,,,,,,,,
938,18,4.0,3.0,16.0,,,,,,8.0,,,,
939,1,1.0,2.0,,,,,,,,2.0,,,1.0
940,1,,2.0,,,,,,,,,,,
941,11,,2.0,13.0,10.0,,,,,,,,3.0,
942,16,,2.0,4.0,13.0,2.0,16.0,8.0,15.0,,19.0,,,
943,7,,17.0,,,,,,,,12.0,10.0,20.0,
944,1,2.0,2.0,,,,,,,,,,,
945,1,,2.0,,,,,,,,2.0,,,
946,6,7.0,7.0,13.0,15.0,,,,,,,,,20.0
947,9,19.0,14.0,7.0,20.0,,,,,,12.0,,5.0,
948,1,,,,,,,,,,,11.0,,
949,3,,17.0,19.0,6.0,10.0,16.0,10.0,20.0,,,,,
950,6,7.0,2.0,1.0,2.0,1.0,,,,,,,,
951,15,,17.0,11.0,13.0,15.0,20.0,1.0,17.0,,5.0,,11.0,
952,9,6.0,10.0,14.0,6.0,,,,,,6.0,,7.0,
953,15,14.0,10.0,8.0,9.0,18.0,,,,,,,1.0,
